item,mdl_no,courtlistener_url,subject_id,subject_definition,reached,express,party_direction,court_resolution,note_optional
136,3172,https://www.courtlistener.com/docket/72249116/,b3c_discovery,"(b)(3)(C) discovery, including any difficult issues",TRUE,TRUE,TRUE,TRUE,Closure test/R5: later June 22 chambers letter excluded; anchor ECF 5 only.
137,3172,https://www.courtlistener.com/docket/72249116/,b3d_pretrial_motions,,TRUE,TRUE,TRUE,TRUE,Closure test/R5: later June 22 chambers letter excluded; anchor ECF 5 only. R2: motion-response timing and hearing treatment are fixed.
138,3172,https://www.courtlistener.com/docket/72249116/,b3e_settlement_facilitation,(b)(3)(E) measures to facilitate resolving some or all actions,FALSE,FALSE,FALSE,FALSE,Closure test/R5: later June 22 chambers letter excluded; anchor ECF 5 only.
139,3172,https://www.courtlistener.com/docket/72249116/,b3f_magistrate_master,(b)(3)(F) referral to a magistrate judge or a master,FALSE,FALSE,FALSE,FALSE,Closure test/R5: later June 22 chambers letter excluded; anchor ECF 5 only.
140,3172,https://www.courtlistener.com/docket/72249116/,b3g_principal_issues,(b)(3)(G) the principal factual and legal issues likely to be presented,FALSE,FALSE,FALSE,FALSE,Closure test/R5: later June 22 chambers letter excluded; anchor ECF 5 only.
141,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b2a_leadership,(b)(2)(A) whether leadership counsel should be appointed,TRUE,TRUE,TRUE,FALSE,""
142,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b2a_timing,(b)(2)(A)(i) the timing of the appointments,TRUE,TRUE,TRUE,FALSE,""
143,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b2a_structure,(b)(2)(A)(ii) the structure of leadership counsel,TRUE,TRUE,TRUE,FALSE,""
144,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b2a_selection_procedure,(b)(2)(A)(iii) the procedure for selecting leadership,TRUE,TRUE,TRUE,FALSE,""
145,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b2a_periodic_review,(b)(2)(A)(iii) whether the appointments should be reviewed periodically,TRUE,TRUE,TRUE,FALSE,""
146,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b2a_responsibilities,(b)(2)(A)(iv) their responsibilities and authority,TRUE,TRUE,TRUE,FALSE,""
147,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b2a_communication,(b)(2)(A)(v) methods for communicating with and reporting to the court and nonleadership counsel,TRUE,TRUE,TRUE,FALSE,""
148,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b2a_nonleadership_limits,(b)(2)(A)(vi) any limits on activity by nonleadership counsel,TRUE,TRUE,TRUE,FALSE,""
149,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b2a_compensation,(b)(2)(A)(vii) whether and when to establish a means for compensating leadership counsel,TRUE,TRUE,TRUE,FALSE,""
150,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b2b_vacate_modify,(b)(2)(B) previously entered orders that should be vacated or modified,TRUE,TRUE,TRUE,FALSE,""
151,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b2c_conference_schedule,,TRUE,TRUE,TRUE,FALSE,""
152,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b2d_direct_filing,(b)(2)(D) how to manage the direct filing of new actions,TRUE,TRUE,TRUE,FALSE,""
153,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b2e_related_actions,(b)(2)(E) related actions elsewhere and methods for coordinating,TRUE,TRUE,TRUE,FALSE,""
154,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b3a_consolidated_pleadings,(b)(3)(A) whether consolidated pleadings should be prepared,TRUE,TRUE,TRUE,FALSE,""
155,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b3b_factual_basis_exchange,(b)(3)(B) how and when the parties will exchange information about the factual bases,TRUE,TRUE,TRUE,FALSE,""
156,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b3c_discovery,"(b)(3)(C) discovery, including any difficult issues",TRUE,TRUE,TRUE,FALSE,""
157,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b3d_pretrial_motions,,TRUE,TRUE,TRUE,FALSE,""
158,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b3e_settlement_facilitation,(b)(3)(E) measures to facilitate resolving some or all actions,TRUE,TRUE,TRUE,FALSE,""
159,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b3f_magistrate_master,(b)(3)(F) referral to a magistrate judge or a master,TRUE,TRUE,TRUE,FALSE,""
160,3174,https://www.courtlistener.com/docket/72239188/4/in-re-air-crash-at-muan-international-airport-south-korea-on-december-29/,b3g_principal_issues,(b)(3)(G) the principal factual and legal issues likely to be presented,TRUE,TRUE,TRUE,FALSE,""
161,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b2a_leadership,(b)(2)(A) whether leadership counsel should be appointed,TRUE,TRUE,TRUE,FALSE,""
162,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b2a_timing,(b)(2)(A)(i) the timing of the appointments,TRUE,FALSE,FALSE,FALSE,R6: the report and conference calendar does not state when the court will make appointments.
163,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b2a_structure,(b)(2)(A)(ii) the structure of leadership counsel,TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
164,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b2a_selection_procedure,(b)(2)(A)(iii) the procedure for selecting leadership,TRUE,TRUE,TRUE,TRUE,R3: the order prescribes conference attendance for lawyers seeking leadership.
165,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b2a_periodic_review,(b)(2)(A)(iii) whether the appointments should be reviewed periodically,TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
166,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b2a_responsibilities,(b)(2)(A)(iv) their responsibilities and authority,TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
167,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b2a_communication,(b)(2)(A)(v) methods for communicating with and reporting to the court and nonleadership counsel,TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
168,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b2a_nonleadership_limits,(b)(2)(A)(vi) any limits on activity by nonleadership counsel,TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
169,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b2a_compensation,(b)(2)(A)(vii) whether and when to establish a means for compensating leadership counsel,TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
170,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b2b_vacate_modify,(b)(2)(B) previously entered orders that should be vacated or modified,TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
171,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b2c_conference_schedule,,TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
172,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b2d_direct_filing,(b)(2)(D) how to manage the direct filing of new actions,TRUE,TRUE,TRUE,TRUE,""
173,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b2e_related_actions,(b)(2)(E) related actions elsewhere and methods for coordinating,TRUE,TRUE,TRUE,TRUE,""
174,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b3a_consolidated_pleadings,(b)(3)(A) whether consolidated pleadings should be prepared,TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
175,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b3b_factual_basis_exchange,(b)(3)(B) how and when the parties will exchange information about the factual bases,TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
176,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b3c_discovery,"(b)(3)(C) discovery, including any difficult issues",TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
177,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b3d_pretrial_motions,,TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
178,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b3e_settlement_facilitation,(b)(3)(E) measures to facilitate resolving some or all actions,TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
179,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b3f_magistrate_master,(b)(3)(F) referral to a magistrate judge or a master,TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
180,3175,https://www.courtlistener.com/docket/72280418/6/in-re-shell-eggs-antitrust-litigation/,b3g_principal_issues,(b)(3)(G) the principal factual and legal issues likely to be presented,TRUE,FALSE,FALSE,FALSE,Rule 16.1 incorporation clause; unnamed subjects are reached but not express.
181,3178,https://www.courtlistener.com/docket/73156009/,b2a_leadership,(b)(2)(A) whether leadership counsel should be appointed,TRUE,TRUE,TRUE,FALSE,""
182,3178,https://www.courtlistener.com/docket/73156009/,b2a_timing,(b)(2)(A)(i) the timing of the appointments,FALSE,FALSE,FALSE,FALSE,R6: no statement or request concerning when the court will make appointments.
183,3178,https://www.courtlistener.com/docket/73156009/,b2a_structure,(b)(2)(A)(ii) the structure of leadership counsel,FALSE,FALSE,FALSE,FALSE,""
184,3178,https://www.courtlistener.com/docket/73156009/,b2a_selection_procedure,(b)(2)(A)(iii) the procedure for selecting leadership,TRUE,TRUE,TRUE,FALSE,""
185,3178,https://www.courtlistener.com/docket/73156009/,b2a_periodic_review,(b)(2)(A)(iii) whether the appointments should be reviewed periodically,FALSE,FALSE,FALSE,FALSE,""
186,3178,https://www.courtlistener.com/docket/73156009/,b2a_responsibilities,(b)(2)(A)(iv) their responsibilities and authority,FALSE,FALSE,FALSE,FALSE,""
187,3178,https://www.courtlistener.com/docket/73156009/,b2a_communication,(b)(2)(A)(v) methods for communicating with and reporting to the court and nonleadership counsel,FALSE,FALSE,FALSE,FALSE,""
188,3178,https://www.courtlistener.com/docket/73156009/,b2a_nonleadership_limits,(b)(2)(A)(vi) any limits on activity by nonleadership counsel,FALSE,FALSE,FALSE,FALSE,""
189,3178,https://www.courtlistener.com/docket/73156009/,b2a_compensation,(b)(2)(A)(vii) whether and when to establish a means for compensating leadership counsel,FALSE,FALSE,FALSE,FALSE,""
190,3178,https://www.courtlistener.com/docket/73156009/,b2b_vacate_modify,(b)(2)(B) previously entered orders that should be vacated or modified,FALSE,FALSE,FALSE,FALSE,""
191,3178,https://www.courtlistener.com/docket/73156009/,b2c_conference_schedule,,FALSE,FALSE,FALSE,FALSE,""
192,3178,https://www.courtlistener.com/docket/73156009/,b2d_direct_filing,(b)(2)(D) how to manage the direct filing of new actions,FALSE,FALSE,FALSE,FALSE,""
193,3178,https://www.courtlistener.com/docket/73156009/,b2e_related_actions,(b)(2)(E) related actions elsewhere and methods for coordinating,FALSE,FALSE,FALSE,FALSE,""
194,3178,https://www.courtlistener.com/docket/73156009/,b3a_consolidated_pleadings,(b)(3)(A) whether consolidated pleadings should be prepared,FALSE,FALSE,FALSE,FALSE,""
195,3178,https://www.courtlistener.com/docket/73156009/,b3b_factual_basis_exchange,(b)(3)(B) how and when the parties will exchange information about the factual bases,FALSE,FALSE,FALSE,FALSE,""
196,3178,https://www.courtlistener.com/docket/73156009/,b3c_discovery,"(b)(3)(C) discovery, including any difficult issues",TRUE,TRUE,TRUE,TRUE,""
197,3178,https://www.courtlistener.com/docket/73156009/,b3d_pretrial_motions,,TRUE,TRUE,TRUE,FALSE,""
198,3178,https://www.courtlistener.com/docket/73156009/,b3e_settlement_facilitation,(b)(3)(E) measures to facilitate resolving some or all actions,FALSE,FALSE,FALSE,FALSE,""
199,3178,https://www.courtlistener.com/docket/73156009/,b3f_magistrate_master,(b)(3)(F) referral to a magistrate judge or a master,FALSE,FALSE,FALSE,FALSE,""
200,3178,https://www.courtlistener.com/docket/73156009/,b3g_principal_issues,(b)(3)(G) the principal factual and legal issues likely to be presented,FALSE,FALSE,FALSE,FALSE,""
201,3179,https://www.courtlistener.com/docket/73150899/,b2a_leadership,(b)(2)(A) whether leadership counsel should be appointed,TRUE,TRUE,TRUE,TRUE,""
202,3179,https://www.courtlistener.com/docket/73150899/,b2a_timing,(b)(2)(A)(i) the timing of the appointments,FALSE,FALSE,FALSE,FALSE,"R6: the status-report deadline is selection procedure, not timing of court appointments."
203,3179,https://www.courtlistener.com/docket/73150899/,b2a_structure,(b)(2)(A)(ii) the structure of leadership counsel,TRUE,TRUE,TRUE,TRUE,""
204,3179,https://www.courtlistener.com/docket/73150899/,b2a_selection_procedure,(b)(2)(A)(iii) the procedure for selecting leadership,TRUE,TRUE,TRUE,TRUE,R3: conditional status-report procedure fixes what happens if counsel cannot agree.
205,3179,https://www.courtlistener.com/docket/73150899/,b2a_periodic_review,(b)(2)(A)(iii) whether the appointments should be reviewed periodically,FALSE,FALSE,FALSE,FALSE,""
206,3179,https://www.courtlistener.com/docket/73150899/,b2a_responsibilities,(b)(2)(A)(iv) their responsibilities and authority,FALSE,FALSE,FALSE,FALSE,""
207,3179,https://www.courtlistener.com/docket/73150899/,b2a_communication,(b)(2)(A)(v) methods for communicating with and reporting to the court and nonleadership counsel,FALSE,FALSE,FALSE,FALSE,""
208,3179,https://www.courtlistener.com/docket/73150899/,b2a_nonleadership_limits,(b)(2)(A)(vi) any limits on activity by nonleadership counsel,FALSE,FALSE,FALSE,FALSE,""
209,3179,https://www.courtlistener.com/docket/73150899/,b2a_compensation,(b)(2)(A)(vii) whether and when to establish a means for compensating leadership counsel,FALSE,FALSE,FALSE,FALSE,""
210,3179,https://www.courtlistener.com/docket/73150899/,b2b_vacate_modify,(b)(2)(B) previously entered orders that should be vacated or modified,FALSE,FALSE,FALSE,FALSE,""
211,3179,https://www.courtlistener.com/docket/73150899/,b2c_conference_schedule,,FALSE,FALSE,FALSE,FALSE,""
212,3179,https://www.courtlistener.com/docket/73150899/,b2d_direct_filing,(b)(2)(D) how to manage the direct filing of new actions,FALSE,FALSE,FALSE,FALSE,""
213,3179,https://www.courtlistener.com/docket/73150899/,b2e_related_actions,(b)(2)(E) related actions elsewhere and methods for coordinating,FALSE,FALSE,FALSE,FALSE,""
214,3179,https://www.courtlistener.com/docket/73150899/,b3a_consolidated_pleadings,(b)(3)(A) whether consolidated pleadings should be prepared,FALSE,FALSE,FALSE,FALSE,""
215,3179,https://www.courtlistener.com/docket/73150899/,b3b_factual_basis_exchange,(b)(3)(B) how and when the parties will exchange information about the factual bases,FALSE,FALSE,FALSE,FALSE,""
216,3179,https://www.courtlistener.com/docket/73150899/,b3c_discovery,"(b)(3)(C) discovery, including any difficult issues",FALSE,FALSE,FALSE,FALSE,""
217,3179,https://www.courtlistener.com/docket/73150899/,b3d_pretrial_motions,,FALSE,FALSE,FALSE,FALSE,""
218,3179,https://www.courtlistener.com/docket/73150899/,b3e_settlement_facilitation,(b)(3)(E) measures to facilitate resolving some or all actions,FALSE,FALSE,FALSE,FALSE,""
219,3179,https://www.courtlistener.com/docket/73150899/,b3f_magistrate_master,(b)(3)(F) referral to a magistrate judge or a master,FALSE,FALSE,FALSE,FALSE,""
220,3179,https://www.courtlistener.com/docket/73150899/,b3g_principal_issues,(b)(3)(G) the principal factual and legal issues likely to be presented,TRUE,TRUE,FALSE,FALSE,"R4: jurisdictional issues are a court-anticipated discussion topic, not directed filing content."
221,3180,https://www.courtlistener.com/docket/73443394/,b2a_leadership,(b)(2)(A) whether leadership counsel should be appointed,TRUE,TRUE,TRUE,FALSE,""
222,3180,https://www.courtlistener.com/docket/73443394/,b2a_timing,(b)(2)(A)(i) the timing of the appointments,TRUE,TRUE,TRUE,FALSE,""
223,3180,https://www.courtlistener.com/docket/73443394/,b2a_structure,(b)(2)(A)(ii) the structure of leadership counsel,TRUE,TRUE,TRUE,FALSE,""
224,3180,https://www.courtlistener.com/docket/73443394/,b2a_selection_procedure,(b)(2)(A)(iii) the procedure for selecting leadership,TRUE,TRUE,TRUE,FALSE,""
225,3180,https://www.courtlistener.com/docket/73443394/,b2a_periodic_review,(b)(2)(A)(iii) whether the appointments should be reviewed periodically,TRUE,TRUE,TRUE,FALSE,""
226,3180,https://www.courtlistener.com/docket/73443394/,b2a_responsibilities,(b)(2)(A)(iv) their responsibilities and authority,TRUE,TRUE,TRUE,FALSE,""
227,3180,https://www.courtlistener.com/docket/73443394/,b2a_communication,(b)(2)(A)(v) methods for communicating with and reporting to the court and nonleadership counsel,TRUE,TRUE,TRUE,FALSE,""
228,3180,https://www.courtlistener.com/docket/73443394/,b2a_nonleadership_limits,(b)(2)(A)(vi) any limits on activity by nonleadership counsel,TRUE,TRUE,TRUE,FALSE,""
229,3180,https://www.courtlistener.com/docket/73443394/,b2a_compensation,(b)(2)(A)(vii) whether and when to establish a means for compensating leadership counsel,TRUE,TRUE,TRUE,FALSE,""
230,3180,https://www.courtlistener.com/docket/73443394/,b2b_vacate_modify,(b)(2)(B) previously entered orders that should be vacated or modified,TRUE,TRUE,TRUE,TRUE,""
231,3180,https://www.courtlistener.com/docket/73443394/,b2c_conference_schedule,,TRUE,TRUE,TRUE,FALSE,""
232,3180,https://www.courtlistener.com/docket/73443394/,b2d_direct_filing,(b)(2)(D) how to manage the direct filing of new actions,TRUE,TRUE,TRUE,TRUE,R3: automatic consolidation independently prescribes treatment of later-filed actions.
233,3180,https://www.courtlistener.com/docket/73443394/,b2e_related_actions,(b)(2)(E) related actions elsewhere and methods for coordinating,TRUE,TRUE,TRUE,TRUE,R3: automatic consolidation independently prescribes coordination of tag-along actions.
234,3180,https://www.courtlistener.com/docket/73443394/,b3a_consolidated_pleadings,(b)(3)(A) whether consolidated pleadings should be prepared,TRUE,TRUE,TRUE,FALSE,""
235,3180,https://www.courtlistener.com/docket/73443394/,b3b_factual_basis_exchange,(b)(3)(B) how and when the parties will exchange information about the factual bases,TRUE,TRUE,TRUE,TRUE,R1: the factual-basis item invokes Rule 26 machinery stayed by the order.
236,3180,https://www.courtlistener.com/docket/73443394/,b3c_discovery,"(b)(3)(C) discovery, including any difficult issues",TRUE,TRUE,TRUE,TRUE,""
237,3180,https://www.courtlistener.com/docket/73443394/,b3d_pretrial_motions,,TRUE,TRUE,TRUE,TRUE,R2: complaint-response and motion timing are fixed.
238,3180,https://www.courtlistener.com/docket/73443394/,b3e_settlement_facilitation,(b)(3)(E) measures to facilitate resolving some or all actions,TRUE,TRUE,TRUE,FALSE,""
239,3180,https://www.courtlistener.com/docket/73443394/,b3f_magistrate_master,(b)(3)(F) referral to a magistrate judge or a master,TRUE,TRUE,TRUE,FALSE,""
240,3180,https://www.courtlistener.com/docket/73443394/,b3g_principal_issues,(b)(3)(G) the principal factual and legal issues likely to be presented,TRUE,TRUE,TRUE,FALSE,""
241,3181,https://www.courtlistener.com/docket/73502651/,b2a_leadership,(b)(2)(A) whether leadership counsel should be appointed,TRUE,TRUE,TRUE,FALSE,""
242,3181,https://www.courtlistener.com/docket/73502651/,b2a_timing,(b)(2)(A)(i) the timing of the appointments,FALSE,FALSE,FALSE,FALSE,R6: application deadlines do not state when the court will make appointments.
243,3181,https://www.courtlistener.com/docket/73502651/,b2a_structure,(b)(2)(A)(ii) the structure of leadership counsel,TRUE,TRUE,TRUE,FALSE,""
244,3181,https://www.courtlistener.com/docket/73502651/,b2a_selection_procedure,(b)(2)(A)(iii) the procedure for selecting leadership,TRUE,TRUE,TRUE,TRUE,""
245,3181,https://www.courtlistener.com/docket/73502651/,b2a_periodic_review,(b)(2)(A)(iii) whether the appointments should be reviewed periodically,FALSE,FALSE,FALSE,FALSE,""
246,3181,https://www.courtlistener.com/docket/73502651/,b2a_responsibilities,(b)(2)(A)(iv) their responsibilities and authority,TRUE,TRUE,TRUE,TRUE,R3: the order independently prescribes Lead Counsel responsibilities.
247,3181,https://www.courtlistener.com/docket/73502651/,b2a_communication,(b)(2)(A)(v) methods for communicating with and reporting to the court and nonleadership counsel,TRUE,TRUE,FALSE,TRUE,R3: prescribed Lead Counsel duties include presenting positions to the court and coordinating others.
248,3181,https://www.courtlistener.com/docket/73502651/,b2a_nonleadership_limits,(b)(2)(A)(vi) any limits on activity by nonleadership counsel,FALSE,FALSE,FALSE,FALSE,""
249,3181,https://www.courtlistener.com/docket/73502651/,b2a_compensation,(b)(2)(A)(vii) whether and when to establish a means for compensating leadership counsel,TRUE,TRUE,TRUE,TRUE,R3: the order requires fee proposals and reserves final compensation decisions to the court.
250,3181,https://www.courtlistener.com/docket/73502651/,b2b_vacate_modify,(b)(2)(B) previously entered orders that should be vacated or modified,TRUE,TRUE,FALSE,TRUE,""
251,3181,https://www.courtlistener.com/docket/73502651/,b2c_conference_schedule,,TRUE,TRUE,FALSE,FALSE,R4: frequency of regular conferences is a court-anticipated agenda topic.
252,3181,https://www.courtlistener.com/docket/73502651/,b2d_direct_filing,(b)(2)(D) how to manage the direct filing of new actions,TRUE,TRUE,FALSE,TRUE,R3: the order applies its operative treatment to related cases later filed in the district.
253,3181,https://www.courtlistener.com/docket/73502651/,b2e_related_actions,(b)(2)(E) related actions elsewhere and methods for coordinating,TRUE,TRUE,TRUE,TRUE,"R3: the order prescribes treatment of later-filed, removed, and transferred related cases."
254,3181,https://www.courtlistener.com/docket/73502651/,b3a_consolidated_pleadings,(b)(3)(A) whether consolidated pleadings should be prepared,TRUE,TRUE,TRUE,FALSE,""
255,3181,https://www.courtlistener.com/docket/73502651/,b3b_factual_basis_exchange,(b)(3)(B) how and when the parties will exchange information about the factual bases,FALSE,FALSE,FALSE,FALSE,""
256,3181,https://www.courtlistener.com/docket/73502651/,b3c_discovery,"(b)(3)(C) discovery, including any difficult issues",TRUE,TRUE,TRUE,TRUE,""
257,3181,https://www.courtlistener.com/docket/73502651/,b3d_pretrial_motions,,TRUE,TRUE,TRUE,TRUE,"R2: filing, response, and renoticing timing are fixed."
258,3181,https://www.courtlistener.com/docket/73502651/,b3e_settlement_facilitation,(b)(3)(E) measures to facilitate resolving some or all actions,FALSE,FALSE,FALSE,FALSE,""
259,3181,https://www.courtlistener.com/docket/73502651/,b3f_magistrate_master,(b)(3)(F) referral to a magistrate judge or a master,TRUE,TRUE,TRUE,FALSE,""
260,3181,https://www.courtlistener.com/docket/73502651/,b3g_principal_issues,(b)(3)(G) the principal factual and legal issues likely to be presented,TRUE,TRUE,TRUE,FALSE,""
261,3185,https://www.courtlistener.com/docket/73454806/,b2a_leadership,(b)(2)(A) whether leadership counsel should be appointed,TRUE,TRUE,TRUE,TRUE,""
262,3185,https://www.courtlistener.com/docket/73454806/,b2a_timing,(b)(2)(A)(i) the timing of the appointments,FALSE,FALSE,FALSE,FALSE,R6: application deadlines do not state when the court will make appointments.
263,3185,https://www.courtlistener.com/docket/73454806/,b2a_structure,(b)(2)(A)(ii) the structure of leadership counsel,TRUE,TRUE,TRUE,FALSE,R4: suggested topic specifies required status-report content and is directed.
264,3185,https://www.courtlistener.com/docket/73454806/,b2a_selection_procedure,(b)(2)(A)(iii) the procedure for selecting leadership,TRUE,TRUE,TRUE,TRUE,""
265,3185,https://www.courtlistener.com/docket/73454806/,b2a_periodic_review,(b)(2)(A)(iii) whether the appointments should be reviewed periodically,FALSE,FALSE,FALSE,FALSE,""
266,3185,https://www.courtlistener.com/docket/73454806/,b2a_responsibilities,(b)(2)(A)(iv) their responsibilities and authority,FALSE,FALSE,FALSE,FALSE,""
267,3185,https://www.courtlistener.com/docket/73454806/,b2a_communication,(b)(2)(A)(v) methods for communicating with and reporting to the court and nonleadership counsel,FALSE,FALSE,FALSE,FALSE,""
268,3185,https://www.courtlistener.com/docket/73454806/,b2a_nonleadership_limits,(b)(2)(A)(vi) any limits on activity by nonleadership counsel,FALSE,FALSE,FALSE,FALSE,""
269,3185,https://www.courtlistener.com/docket/73454806/,b2a_compensation,(b)(2)(A)(vii) whether and when to establish a means for compensating leadership counsel,FALSE,FALSE,FALSE,FALSE,""
270,3185,https://www.courtlistener.com/docket/73454806/,b2b_vacate_modify,(b)(2)(B) previously entered orders that should be vacated or modified,TRUE,TRUE,FALSE,TRUE,R3: the stay independently modifies deadlines imposed by transferor-court orders.
271,3185,https://www.courtlistener.com/docket/73454806/,b2c_conference_schedule,,TRUE,TRUE,TRUE,FALSE,R4: suggested topic specifies required status-report content and is directed.
272,3185,https://www.courtlistener.com/docket/73454806/,b2d_direct_filing,(b)(2)(D) how to manage the direct filing of new actions,FALSE,FALSE,FALSE,FALSE,""
273,3185,https://www.courtlistener.com/docket/73454806/,b2e_related_actions,(b)(2)(E) related actions elsewhere and methods for coordinating,FALSE,FALSE,FALSE,FALSE,""
274,3185,https://www.courtlistener.com/docket/73454806/,b3a_consolidated_pleadings,(b)(3)(A) whether consolidated pleadings should be prepared,TRUE,TRUE,TRUE,FALSE,""
275,3185,https://www.courtlistener.com/docket/73454806/,b3b_factual_basis_exchange,(b)(3)(B) how and when the parties will exchange information about the factual bases,FALSE,FALSE,FALSE,FALSE,""
276,3185,https://www.courtlistener.com/docket/73454806/,b3c_discovery,"(b)(3)(C) discovery, including any difficult issues",FALSE,FALSE,FALSE,FALSE,R1: a general stay of all deadlines does not expressly identify discovery.
277,3185,https://www.courtlistener.com/docket/73454806/,b3d_pretrial_motions,,TRUE,TRUE,TRUE,TRUE,R2: motion briefing and existing motion deadlines are fixed.
278,3185,https://www.courtlistener.com/docket/73454806/,b3e_settlement_facilitation,(b)(3)(E) measures to facilitate resolving some or all actions,TRUE,TRUE,TRUE,FALSE,""
279,3185,https://www.courtlistener.com/docket/73454806/,b3f_magistrate_master,(b)(3)(F) referral to a magistrate judge or a master,FALSE,FALSE,FALSE,FALSE,""
280,3185,https://www.courtlistener.com/docket/73454806/,b3g_principal_issues,(b)(3)(G) the principal factual and legal issues likely to be presented,TRUE,TRUE,TRUE,FALSE,""
