invocation_id,mdl_no,subject_id,subject_definition,readable,answered,responsive_to_order,beyond_order,pin_cite,quote,coding_note,coder,date_coded,pass
INV-020,3174,b2a_structure,(b)(2)(A)(ii) structure of leadership counsel,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b2a_selection_procedure,(b)(2)(A)(iii) procedure for selecting leadership,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b2a_periodic_review,(b)(2)(A)(iii) whether appointments should be reviewed periodically,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b2a_responsibilities,(b)(2)(A)(iv) responsibilities and authority,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b2a_communication,(b)(2)(A)(v) communicating with and reporting to the court and nonleadership counsel,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b2a_nonleadership_limits,(b)(2)(A)(vi) limits on activity by nonleadership counsel,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b2a_compensation,(b)(2)(A)(vii) whether and when to establish a means for compensating leadership counsel,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b2b_vacate_modify,(b)(2)(B) previously entered orders that should be vacated or modified,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b2c_conference_schedule,(b)(2)(C) schedule for additional management conferences,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b2d_direct_filing,(b)(2)(D) how to manage direct filing of new actions,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b2e_related_actions,(b)(2)(E) related actions elsewhere and methods for coordinating,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b3a_consolidated_pleadings,(b)(3)(A) whether consolidated pleadings should be prepared,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b3b_factual_basis_exchange,(b)(3)(B) how and when the parties will exchange information about the factual bases,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b3c_discovery,"(b)(3)(C) discovery, including difficult issues",YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b3d_pretrial_motions,(b)(3)(D) likely pretrial motions,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b3e_settlement_facilitation,(b)(3)(E) measures to facilitate resolving some or all actions,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b3f_magistrate_master,(b)(3)(F) referral to a magistrate judge or master,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
INV-020,3174,b3g_principal_issues,(b)(3)(G) principal factual and legal issues,YES,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,,,"Located 31 Aug 2026 and not yet read beyond its opening. Answers Judge Robart's 16 April 2026 order, which the order layer records as the purest transcription of the Rule in the set, so this pairing is the cleanest test the report layer has: an order that reproduces the Rule almost exactly, and the joint report filed against it.",,,
